timestamp,accident_count,weather_status,day_of_week,car_count,avg_speed
06:36,0,rainy,1,40,35
07:38,0,rainy,2,45,30
08:40,1,rainy,3,50,10
09:42,0,rainy,4,45,30
10:44,0,rainy,5,30,50
11:46,0,rainy,6,40,35
12:48,0,rainy,0,40,35
13:50,0,rainy,1,40,35
14:52,0,rainy,2,30,50
15:54,0,rainy,3,30,50
16:56,0,rainy,4,30,50
17:58,0,rainy,5,45,30
18:00,1,rainy,6,50,10
19:02,0,rainy,0,50,15
20:04,0,rainy,1,40,35
21:06,0,rainy,2,30,50
22:08,0,rainy,3,30,50
23:10,0,rainy,4,30,50
00:12,0,rainy,5,30,50
01:14,0,rainy,6,40,35
02:16,0,rainy,0,40,35
03:18,0,rainy,1,40,35
04:20,1,rainy,2,45,25
05:22,0,rainy,3,30,50
06:24,0,rainy,4,30,50
07:26,0,rainy,5,45,30
08:28,0,rainy,6,50,15
09:30,0,rainy,0,50,15
10:32,0,rainy,1,40,35
11:34,0,rainy,2,30,50
12:36,0,rainy,3,30,50
13:38,0,rainy,4,30,50
14:40,1,rainy,5,45,25
15:42,0,rainy,6,40,35
16:44,0,rainy,0,40,35
17:46,0,rainy,1,50,15
18:48,0,rainy,2,45,30
19:50,0,rainy,3,45,30
20:52,0,rainy,4,30,50
21:54,0,rainy,5,30,50
22:56,0,rainy,6,40,35
23:58,0,rainy,0,40,35
00:00,1,rainy,1,50,10
01:02,0,rainy,2,30,50
02:04,0,rainy,3,30,50
03:06,0,rainy,4,30,50
04:08,0,rainy,5,30,50
05:10,0,rainy,6,40,35
06:12,0,rainy,0,40,35
07:14,0,rainy,1,50,15
08:16,0,rainy,2,45,30
09:18,0,rainy,3,45,30
10:20,1,rainy,4,45,25
11:22,0,rainy,5,30,50
12:24,0,rainy,6,40,35
13:26,0,rainy,0,40,35
14:28,0,rainy,1,40,35
15:30,0,rainy,2,30,50
16:32,0,rainy,3,30,50
17:34,0,rainy,4,45,30
18:36,0,rainy,5,45,30
19:38,0,rainy,6,50,15
20:40,1,rainy,0,50,10
21:42,0,rainy,1,40,35
22:44,0,rainy,2,30,50
23:46,0,rainy,3,30,50
00:48,0,rainy,4,30,50
01:50,0,rainy,5,30,50
02:52,0,rainy,6,40,35
03:54,0,rainy,0,40,35
04:56,0,rainy,1,40,35
05:58,0,rainy,2,30,50
06:00,1,rainy,3,45,25
07:02,0,rainy,4,45,30
08:04,0,rainy,5,45,30
09:06,0,rainy,6,50,15
10:08,0,rainy,0,40,35
11:10,0,rainy,1,40,35
12:12,0,rainy,2,30,50
13:14,0,rainy,3,30,50
14:16,0,rainy,4,30,50
15:18,0,rainy,5,30,50
16:20,1,rainy,6,50,10
17:22,0,rainy,0,50,15
18:24,0,rainy,1,50,15
19:26,0,rainy,2,45,30
20:28,0,rainy,3,30,50
21:30,0,rainy,4,30,50
22:32,0,rainy,5,30,50
23:34,0,rainy,6,40,35
00:36,0,rainy,0,40,35
01:38,0,rainy,1,40,35
02:40,1,rainy,2,45,25
03:42,0,rainy,3,30,50
04:44,0,rainy,4,30,50
05:46,0,rainy,5,30,50
06:48,0,rainy,6,40,35
07:50,0,rainy,0,50,15
08:52,0,rainy,1,50,15
09:54,0,rainy,2,45,30
10:56,0,rainy,3,30,50
11:58,0,rainy,4,30,50
12:00,1,rainy,5,45,25
13:02,0,rainy,6,40,35
14:04,0,rainy,0,40,35
15:06,0,rainy,1,40,35
16:08,0,rainy,2,30,50
17:10,0,rainy,3,45,30
18:12,0,rainy,4,45,30
19:14,0,rainy,5,45,30
20:16,0,rainy,6,40,35
21:18,0,rainy,0,40,35
22:20,1,rainy,1,50,10
23:22,0,rainy,2,30,50
00:24,0,rainy,3,30,50
01:26,0,rainy,4,30,50
02:28,0,rainy,5,30,50
03:30,0,rainy,6,40,35
04:32,0,rainy,0,40,35
05:34,0,rainy,1,40,35
06:36,0,rainy,2,30,50
07:38,0,rainy,3,45,30
08:40,1,rainy,4,50,10
09:42,0,rainy,5,45,30
10:44,0,rainy,6,40,35
11:46,0,rainy,0,40,35
12:48,0,rainy,1,40,35
13:50,0,rainy,2,30,50
14:52,0,rainy,3,30,50
15:54,0,rainy,4,30,50
16:56,0,rainy,5,30,50
17:58,0,rainy,6,50,15
18:00,1,rainy,0,50,10
19:02,0,rainy,1,50,15
20:04,0,rainy,2,30,50
21:06,0,rainy,3,30,50
22:08,0,rainy,4,30,50
23:10,0,rainy,5,30,50
00:12,0,rainy,6,40,35
01:14,0,rainy,0,40,35
02:16,0,rainy,1,40,35
03:18,0,rainy,2,30,50
04:20,1,rainy,3,45,25
05:22,0,rainy,4,30,50
06:24,0,rainy,5,30,50
07:26,0,rainy,6,50,15
08:28,0,rainy,0,50,15
09:30,0,rainy,1,50,15
10:32,0,rainy,2,30,50
11:34,0,rainy,3,30,50
12:36,0,rainy,4,30,50
13:38,0,rainy,5,30,50
14:40,1,rainy,6,50,10
15:42,0,rainy,0,40,35
16:44,0,rainy,1,40,35
17:46,0,rainy,2,45,30
18:48,0,rainy,3,45,30
19:50,0,rainy,4,45,30
20:52,0,rainy,5,30,50
21:54,0,rainy,6,40,35
22:56,0,rainy,0,40,35
23:58,0,rainy,1,40,35
00:00,1,rainy,2,45,25
01:02,0,rainy,3,30,50
02:04,0,rainy,4,30,50
03:06,0,rainy,5,30,50
04:08,0,rainy,6,40,35
05:10,0,rainy,0,40,35
06:12,0,rainy,1,40,35
07:14,0,rainy,2,45,30
08:16,0,rainy,3,45,30
09:18,0,rainy,4,45,30
10:20,1,rainy,5,45,25
11:22,0,rainy,6,40,35
12:24,0,rainy,0,40,35
13:26,0,rainy,1,40,35
14:28,0,rainy,2,30,50
15:30,0,rainy,3,30,50
16:32,0,rainy,4,30,50
17:34,0,rainy,5,45,30
18:36,0,rainy,6,50,15
19:38,0,rainy,0,50,15
20:40,1,rainy,1,50,10
21:42,0,rainy,2,30,50
22:44,0,rainy,3,30,50
23:46,0,rainy,4,30,50
00:48,0,rainy,5,30,50
01:50,0,rainy,6,40,35
02:52,0,rainy,0,40,35
03:54,0,rainy,1,40,35
04:56,0,rainy,2,30,50
05:58,0,rainy,3,30,50
06:00,1,rainy,4,45,25
07:02,0,rainy,5,45,30
08:04,0,rainy,6,50,15
09:06,0,rainy,0,50,15
10:08,0,rainy,1,40,35
11:10,0,rainy,2,30,50
12:12,0,rainy,3,30,50
13:14,0,rainy,4,30,50
14:16,0,rainy,5,30,50
15:18,0,rainy,6,40,35
16:20,1,rainy,0,50,10
17:22,0,rainy,1,50,15
18:24,0,rainy,2,45,30
19:26,0,rainy,3,45,30
20:28,0,rainy,4,30,50
21:30,0,rainy,5,30,50
22:32,0,rainy,6,40,35
23:34,0,rainy,0,40,35
00:36,0,rainy,1,40,35
01:38,0,rainy,2,30,50
02:40,1,rainy,3,45,25
03:42,0,rainy,4,30,50
04:44,0,rainy,5,30,50
05:46,0,rainy,6,40,35
06:48,0,rainy,0,40,35
07:50,0,rainy,1,50,15
08:52,0,rainy,2,45,30
09:54,0,rainy,3,45,30
10:56,0,rainy,4,30,50
11:58,0,rainy,5,30,50
12:00,1,rainy,6,50,10
13:02,0,rainy,0,40,35
14:04,0,rainy,1,40,35
15:06,0,rainy,2,30,50
16:08,0,rainy,3,30,50
17:10,0,rainy,4,45,30
18:12,0,rainy,5,45,30
19:14,0,rainy,6,50,15
20:16,0,rainy,0,40,35
21:18,0,rainy,1,40,35
22:20,1,rainy,2,45,25
23:22,0,rainy,3,30,50
00:24,0,rainy,4,30,50
01:26,0,rainy,5,30,50
02:28,0,rainy,6,40,35
03:30,0,rainy,0,40,35
04:32,0,rainy,1,40,35
05:34,0,rainy,2,30,50
06:36,0,rainy,3,30,50
07:38,0,rainy,4,45,30
08:40,1,rainy,5,50,10
09:42,0,rainy,6,50,15
10:44,0,rainy,0,40,35
11:46,0,rainy,1,40,35
12:48,0,rainy,2,30,50
13:50,0,rainy,3,30,50
14:52,0,rainy,4,30,50
15:54,0,rainy,5,30,50
16:56,0,rainy,6,40,35
17:58,0,rainy,0,50,15
18:00,1,rainy,1,50,10
19:02,0,rainy,2,45,30
20:04,0,rainy,3,30,50
21:06,0,rainy,4,30,50
22:08,0,rainy,5,30,50
23:10,0,rainy,6,40,35
00:12,0,rainy,0,40,35
01:14,0,rainy,1,40,35
02:16,0,rainy,2,30,50
03:18,0,rainy,3,30,50
04:20,1,rainy,4,45,25
05:22,0,rainy,5,30,50
06:24,0,rainy,6,40,35
07:26,0,rainy,0,50,15
08:28,0,rainy,1,50,15
09:30,0,rainy,2,45,30
10:32,0,rainy,3,30,50
11:34,0,rainy,4,30,50
12:36,0,rainy,5,30,50
13:38,0,rainy,6,40,35
14:40,1,rainy,0,50,10
15:42,0,rainy,1,40,35
16:44,0,rainy,2,30,50
17:46,0,rainy,3,45,30
18:48,0,rainy,4,45,30
19:50,0,rainy,5,45,30
20:52,0,rainy,6,40,35
21:54,0,rainy,0,40,35
22:56,0,rainy,1,40,35
23:58,0,rainy,2,30,50
00:00,1,rainy,3,45,25
01:02,0,rainy,4,30,50
02:04,0,rainy,5,30,50
03:06,0,rainy,6,40,35
04:08,0,rainy,0,40,35
05:10,0,rainy,1,40,35
06:12,0,rainy,2,30,50
07:14,0,rainy,3,45,30
08:16,0,rainy,4,45,30
09:18,0,rainy,5,45,30
10:20,1,rainy,6,50,10
11:22,0,rainy,0,40,35
12:24,0,rainy,1,40,35
13:26,0,rainy,2,30,50
14:28,0,rainy,3,30,50
15:30,0,rainy,4,30,50
16:32,0,rainy,5,30,50
17:34,0,rainy,6,50,15
18:36,0,rainy,0,50,15
19:38,0,rainy,1,50,15
20:40,1,rainy,2,45,25
21:42,0,rainy,3,30,50
22:44,0,rainy,4,30,50
23:46,0,rainy,5,30,50
00:48,0,rainy,6,40,35
01:50,0,rainy,0,40,35
02:52,0,rainy,1,40,35
03:54,0,rainy,2,30,50
04:56,0,rainy,3,30,50
05:58,0,rainy,4,30,50
06:00,1,rainy,5,45,25
07:02,0,rainy,6,50,15
08:04,0,rainy,0,50,15
09:06,0,rainy,1,50,15
10:08,0,rainy,2,30,50
11:10,0,rainy,3,30,50
12:12,0,rainy,4,30,50
13:14,0,rainy,5,30,50
14:16,0,rainy,6,40,35
15:18,0,rainy,0,40,35
16:20,1,rainy,1,50,10
17:22,0,rainy,2,45,30
18:24,0,rainy,3,45,30
19:26,0,rainy,4,45,30
20:28,0,rainy,5,30,50
21:30,0,rainy,6,40,35
22:32,0,rainy,0,40,35
23:34,0,rainy,1,40,35
00:36,0,rainy,2,30,50
01:38,0,rainy,3,30,50
02:40,1,snowy,4,50,15
03:42,0,snowy,5,35,40
04:44,0,snowy,6,45,25
05:46,0,snowy,0,45,25
06:48,0,snowy,1,45,25
07:50,0,snowy,2,50,20
08:52,0,snowy,3,50,20
09:54,0,snowy,4,50,20
10:56,0,snowy,5,35,40
11:58,0,snowy,6,45,25
12:00,1,snowy,0,50,10
13:02,0,snowy,1,45,25
14:04,0,snowy,2,35,40
15:06,0,snowy,3,35,40
16:08,0,snowy,4,35,40
17:10,0,snowy,5,50,20
18:12,0,snowy,6,50,10
19:14,0,snowy,0,50,10
20:16,0,snowy,1,45,25
21:18,0,snowy,2,35,40
22:20,1,snowy,3,50,15
23:22,0,snowy,4,35,40
00:24,0,snowy,5,35,40
01:26,0,snowy,6,45,25
02:28,0,snowy,0,45,25
03:30,0,snowy,1,45,25
04:32,0,snowy,2,35,40
05:34,0,snowy,3,35,40
06:36,0,snowy,4,35,40
07:38,0,snowy,5,50,20
08:40,1,snowy,6,50,10
09:42,0,snowy,0,50,10
10:44,0,snowy,1,45,25
11:46,0,snowy,2,35,40
12:48,0,snowy,3,35,40
13:50,0,snowy,4,35,40
14:52,0,snowy,5,35,40
15:54,0,snowy,6,45,25
16:56,0,snowy,0,45,25
17:58,0,snowy,1,50,10
18:00,1,snowy,2,50,10
19:02,0,snowy,3,50,20
20:04,0,snowy,4,35,40
21:06,0,snowy,5,35,40
22:08,0,snowy,6,45,25
23:10,0,snowy,0,45,25
00:12,0,snowy,1,45,25
01:14,0,snowy,2,35,40
02:16,0,snowy,3,35,40
03:18,0,snowy,4,35,40
04:20,1,snowy,5,50,15
05:22,0,snowy,6,45,25
06:24,0,snowy,0,45,25
07:26,0,snowy,1,50,10
08:28,0,snowy,2,50,20
09:30,0,snowy,3,50,20
10:32,0,snowy,4,35,40
11:34,0,snowy,5,35,40
12:36,0,snowy,6,45,25
13:38,0,snowy,0,45,25
14:40,1,snowy,1,50,10
15:42,0,snowy,2,35,40
16:44,0,snowy,3,35,40
17:46,0,snowy,4,50,20
18:48,0,snowy,5,50,20
19:50,0,snowy,6,50,10
20:52,0,snowy,0,45,25
21:54,0,snowy,1,45,25
22:56,0,snowy,2,35,40
23:58,0,snowy,3,35,40
00:00,1,snowy,4,50,15
01:02,0,snowy,5,35,40
02:04,0,snowy,6,45,25
03:06,0,snowy,0,45,25
04:08,0,snowy,1,45,25
05:10,0,snowy,2,35,40
06:12,0,snowy,3,35,40
07:14,0,snowy,4,50,20
08:16,0,snowy,5,50,20
09:18,0,snowy,6,50,10
10:20,1,snowy,0,50,10
11:22,0,snowy,1,45,25
12:24,0,snowy,2,35,40
13:26,0,snowy,3,35,40
14:28,0,snowy,4,35,40
15:30,0,snowy,5,35,40
16:32,0,snowy,6,45,25
17:34,0,snowy,0,50,10
18:36,0,snowy,1,50,10
19:38,0,snowy,2,50,20
20:40,1,snowy,3,50,15
21:42,0,snowy,4,35,40
22:44,0,snowy,5,35,40
23:46,0,snowy,6,45,25
00:48,0,snowy,0,45,25
01:50,0,snowy,1,45,25
02:52,0,snowy,2,35,40
03:54,0,snowy,3,35,40
04:56,0,snowy,4,35,40
05:58,0,snowy,5,35,40
06:00,1,snowy,6,50,10
07:02,0,snowy,0,50,10
08:04,0,snowy,1,50,10
09:06,0,snowy,2,50,20
10:08,0,snowy,3,35,40
11:10,0,snowy,4,35,40
12:12,0,snowy,5,35,40
13:14,0,snowy,6,45,25
14:16,0,snowy,0,45,25
15:18,0,snowy,1,45,25
16:20,1,snowy,2,50,15
17:22,0,snowy,3,50,20
18:24,0,snowy,4,50,20
19:26,0,snowy,5,50,20
20:28,0,snowy,6,45,25
21:30,0,snowy,0,45,25
22:32,0,snowy,1,45,25
23:34,0,snowy,2,35,40
00:36,0,snowy,3,35,40
01:38,0,snowy,4,35,40
02:40,1,snowy,5,50,15
03:42,0,snowy,6,45,25
04:44,0,snowy,0,45,25
05:46,0,snowy,1,45,25
06:48,0,snowy,2,35,40
07:50,0,snowy,3,50,20
08:52,0,snowy,4,50,20
09:54,0,snowy,5,50,20
10:56,0,snowy,6,45,25
11:58,0,snowy,0,45,25
12:00,1,snowy,1,50,10
13:02,0,snowy,2,35,40
14:04,0,snowy,3,35,40
15:06,0,snowy,4,35,40
16:08,0,snowy,5,35,40
17:10,0,snowy,6,50,10
18:12,0,snowy,0,50,10
19:14,0,snowy,1,50,10
20:16,0,snowy,2,35,40
21:18,0,snowy,3,35,40
22:20,1,snowy,4,50,15
23:22,0,snowy,5,35,40
00:24,0,snowy,6,45,25
01:26,0,snowy,0,45,25
02:28,0,snowy,1,45,25
03:30,0,snowy,2,35,40
04:32,0,snowy,3,35,40
05:34,0,snowy,4,35,40
06:36,0,snowy,5,35,40
07:38,0,snowy,6,50,10
08:40,1,foggy,0,50,10
09:42,0,foggy,1,50,10
10:44,0,foggy,2,30,45
11:46,0,foggy,3,30,45
12:48,0,foggy,4,30,45
13:50,0,foggy,5,30,45
14:52,0,foggy,6,40,30
15:54,0,foggy,0,40,30
16:56,0,foggy,1,40,30
17:58,0,foggy,2,45,25
18:00,1,foggy,3,50,10
19:02,0,foggy,4,45,25
20:04,0,foggy,5,30,45
21:06,0,foggy,6,40,30
22:08,0,foggy,0,40,30
23:10,0,foggy,1,40,30
00:12,0,foggy,2,30,45
01:14,0,foggy,3,30,45
02:16,0,foggy,4,30,45
03:18,0,foggy,5,30,45
04:20,1,foggy,6,50,10
05:22,0,foggy,0,40,30
06:24,0,foggy,1,40,30
07:26,0,foggy,2,45,25
08:28,0,foggy,3,45,25
09:30,0,foggy,4,45,25
10:32,0,foggy,5,30,45
11:34,0,foggy,6,40,30
12:36,0,foggy,0,40,30
13:38,0,foggy,1,40,30
14:40,1,foggy,2,45,20
15:42,0,foggy,3,30,45
16:44,0,foggy,4,30,45
17:46,0,foggy,5,45,25
18:48,0,foggy,6,50,10
19:50,0,foggy,0,50,10
20:52,0,foggy,1,40,30
21:54,0,foggy,2,30,45
22:56,0,foggy,3,30,45
23:58,0,foggy,4,30,45
00:00,1,foggy,5,45,20
01:02,0,foggy,6,40,30
02:04,0,foggy,0,40,30
03:06,0,foggy,1,40,30
04:08,0,foggy,2,30,45
05:10,0,foggy,3,30,45
06:12,0,foggy,4,30,45
07:14,0,foggy,5,45,25
08:16,0,foggy,6,50,10
09:18,0,foggy,0,50,10
10:20,1,foggy,1,50,10
11:22,0,foggy,2,30,45
12:24,0,foggy,3,30,45
13:26,0,foggy,4,30,45
14:28,0,foggy,5,30,45
15:30,0,foggy,6,40,30
16:32,0,foggy,0,40,30
17:34,0,foggy,1,50,10
18:36,0,foggy,2,45,25
19:38,0,foggy,3,45,25
20:40,1,foggy,4,45,20
21:42,0,foggy,5,30,45
22:44,0,foggy,6,40,30
23:46,0,foggy,0,40,30
00:48,0,foggy,1,40,30
01:50,0,foggy,2,30,45
02:52,0,foggy,3,30,45
03:54,0,foggy,4,30,45
04:56,0,foggy,5,30,45
05:58,0,foggy,6,40,30
06:00,1,foggy,0,50,10
07:02,0,foggy,1,50,10
08:04,0,foggy,2,45,25
09:06,0,foggy,3,45,25
10:08,0,foggy,4,30,45
11:10,0,foggy,5,30,45
12:12,0,foggy,6,40,30
13:14,0,foggy,0,40,30
14:16,0,foggy,1,40,30
15:18,0,foggy,2,30,45
16:20,1,foggy,3,45,20
17:22,0,foggy,4,45,25
18:24,0,foggy,5,45,25
19:26,0,foggy,6,50,10
20:28,0,foggy,0,40,30
21:30,0,foggy,1,40,30
22:32,0,foggy,2,30,45
23:34,0,foggy,3,30,45
00:36,0,foggy,4,30,45
01:38,0,foggy,5,30,45
02:40,1,foggy,6,50,10
03:42,0,foggy,0,40,30
04:44,0,foggy,1,40,30
05:46,0,foggy,2,30,45
06:48,0,foggy,3,30,45
07:50,0,foggy,4,45,25
08:52,0,foggy,5,45,25
09:54,0,foggy,6,50,10
10:56,0,foggy,0,40,30
11:58,0,foggy,1,40,30
